latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,art,bezeichnung,barrierefrei,oeffnungszeiten,telefon_festnetz,telefon_mobil,email,website
54.1241333256073,12.0421978202933,04a03b82-8bec-11e7-94f5-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Theodor-Körner-Str.,"12080","30",,"18106",Imbiss,Elke Duwe Imbiss,,,+49 381 2527971,,,
54.0800038802941,12.0880228986709,038ccfe6-2a83-11e7-985b-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Tiergartenallee,"08960","6",,"18059",Restaurant,Forsthausbrauerei Trotzenburg,"0",Mo-So 11:00-23:00,+49 381 203600,,info@brauhaus-trotzenburg.de,https://brauerei-trotzenburg.de/?nowprocket=1
54.0886454428283,12.1302107438629,c74ab459-3747-402d-9663-b38612a3e418,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290","54",,"18055",Bar,BoBoQ,"0",,+49 30 23625261,,germanyboboq@gmail.com,https://de-de.facebook.com/boboq.germany/
54.0767436301442,12.1283465546549,345a8b03-7552-4b69-a4f1-b8651204841f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Platz der Freundschaft,"07650","1",b,"18059",Restaurant,Mr. Wu,"0","Mo-Sa 12:00-15:00,17:30-22:00; So,Feiertag 12:00-22:00",,,,
54.1372530175848,12.0583456460982,b43f2b72-0af8-11e7-8a99-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Trelleborger Str.,"10450","10",d,"18107",Restaurant,Maharaja,"1","Mo-Sa 11:00-22:00; So 12:00-22:00",+49 381 77870800,,,
54.0887231555634,12.139247460983,e612edde-0344-11e7-a0e3-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290","2",,"18055",Imbiss,Mustafa Alis Gemüse Kebap,"0",Mo-Sa 10:00-20:00,,,,https://www.facebook.com/mustafaalisgemusekebap/
54.0994890655692,12.0730620311142,4d4aab74-3f72-470e-8e63-ed6acf06e808,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370","50",,"18069",Bar,Pearl Bubble Tea House,"0",Mo-Sa 10:00-19:30,,+49 176 57654390,,
54.071238642289,12.0811241371562,c9e1269c-2a6f-11e7-9851-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gartenstadt/Stadtweide,"0015",Seelöwenring,"13070","30",,"18059",Restaurant,Syrtaki,"0",Di-So 12:00-20:00,+49 381 4001588,,mail@syrtaki-rostock.de,https://syrtaki-rostock.de/
54.099326672921,12.0734004816503,51b2ef34-2993-11e7-a60f-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370","50",,"18069",Imbiss,Stadtbäckerei Junge,"1","Mo-Fr 07:00-18:00; Sa 07:00-17:00",+49 381 80879525,,service@jb.de,https://www.jb.de/
54.1329594980549,12.0623624698174,255ec768-5103-11e7-abb4-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",An der Stadtautobahn,"00650","69",,"18107",Restaurant,Burger King,"1",Mo-So 10:00-21:00 (Drive-In: Mo-So 10:00-23:30),+49 381 2074817,,,https://www.burgerking.de/
54.1389968866571,12.0577911363199,3c90f2f7-efcd-4a5a-9cf2-35c65d384d19,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Rigaer Str.,"07950","5",,"18107",Restaurant,Edeka Markt-Küche Warnowpark,"1",Mo-Sa 08:00-20:00,+49 381 77050,,info@edeka.de,https://www.edeka.de/eh/nord/e-center-warnow-park-rigaer-stra%C3%9Fe-5/index.jsp
54.0888119753143,12.142775370497,018e214a-1f84-11e7-b747-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Weißgerberstr.,"09640","6",,"18055",Imbiss,Goldener Drache - Hoang Long,"0","Mo-Fr,So,Feiertag 11:00-19:00",+49 381 2038686,,,
54.0828768504997,12.1922478944514,0cd20d31-b9ba-4ab6-b0b7-eb01c0bff9b1,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Timmermannsstrat,"11130","2",b,"18055",Restaurant,Kantine 615,"0",Mo-Fr 08:00-16:00,,,,https://www.facebook.com/Kantine615
54.1788549356643,12.0776243123091,09196170-405b-11e7-aa75-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","19",,"18119",Bar,Lobby-Bar,"1",Mo-So ab 15:00,,,info@hotel-neptun.de,https://www.hotel-neptun.de/erleben/restaurants-bars/lobbybar/
54.1239272018014,12.0724017570158,3910de44-5591-11e7-abc0-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Handwerkstr.,"10140","1",,"18069",Imbiss,Stadtbäckerei Junge,"1",Mo-Sa 07:00-20:00,+49 381 2071515,,service@jb.de,https://www.jb.de/
54.1388458438548,12.0581947729757,e189f652-0b07-11e7-8a9c-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Rigaer Str.,"07950","5",,"18107",Café,Eiswerkstatt Warnow-Park,"1",Mo-Sa 11:00-18:00 (außer feiertags),+49 381 87722533,,info@eiswerkstatt-rostock.de,https://eiswerkstatt-rostock.de/
54.0921107535204,12.1379372492177,024d0880-1f84-11e7-b748-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Strandstr.,"08800","24",,"18055",Restaurant,Zum Alten Hafen,"0",Di-Sa 17:00-23:45,+49 381 4934226,,,https://de-de.facebook.com/pages/Zum-Alten-Hafen/121964607879100
54.0881302772145,12.1123292188124,142b6d72-9884-4c92-9420-5045f5cfe495,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Waldemarstr.,"09410","14",,"18057",Bar,UNFUG,"0",,,,liebe@unfug-rostock.de,https://www.unfug-rostock.de/
54.0871133887874,12.1189924089069,6c2cde88-5684-11e7-8a47-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Ottostr.,"07430","25",,"18057",Restaurant,Salsa Latino,"0","So-Do 16:00-23:30; Fr 16:00-01:00; Sa 16:00-24:00",+49 38393 589894,,salsalatino@gmx.de,https://salsalatino-rostock.metro.rest/?lang=de
54.1387974417474,12.0577506671248,07a05f54-0b06-11e7-8a9b-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Rigaer Str.,"07950","5",,"18107",Restaurant,Burger King,"1",Mo-Sa 11:00-19:30,+49 381 7786768,,,https://www.burgerking.de/
54.1790049533171,12.0774718525429,0abc8322-4065-11e7-aa76-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","19",,"18119",Bar,Diskothek DA CAPO,"0","Di,Fr,Sa 22:00-06:00",+49 381 777778,,michael-schiffner@t-online.de,https://www.facebook.com/DaCapoDiskothek/
54.0942489147143,12.07481697638,89f8c093-f7a5-4e10-af04-fff96b96de37,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370","27",,"18069",Restaurant,Kantine Rostock,"0",Mo-Fr 11:00-13:30,+49 381 76910715,,info@kantine-rostock.de,https://kantine-rostock.de/
54.0931770527911,12.1259695128204,e43d412a-fd03-492e-a599-d92df49bd14d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Warnowufer,"09560","65",,"18057",Bar,Rost Dock,"0","Mai-Sep: Mo-Do 14:00-23:00; Fr ab 13:00; Sa,So ab 12:00",,,info@rostdock.de,https://rost-dock.de/
54.1806168653794,12.0858042845636,8c91084c-b8e4-11e9-9b40-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Am Leuchtturm,"00450","15",,"18119",Restaurant,Peter Pane,"0",Mo-So 11:00-22:00,+49 381 54843905,,warnemuende@peterpane.de,https://peterpane.de/
54.1768466141737,12.0834127728291,a37e1a62-5663-11e7-8382-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Mühlenstr.,"07100","26",,"18119",Restaurant,Restaurant fabelhaft,"1","Mo-Fr 11:00-22:00; Sa,So 09:00-22:00",+49 381 33766081,,info@restaurantfabelhaft.de,https://www.restaurantfabelhaft.de/
54.0729322678015,12.1122228280804,18d236c8-700f-11ea-b861-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Brahestr.,"01600","42",,"18059",Imbiss,MoMo Quan,"0","Mo-Fr 10:00-21:00; So 11:00-21:00",+49 381 44456578,,,https://www.facebook.com/momoquan42/
54.1933169647356,12.1411449910168,16fdd81a-864d-11e7-bab0-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Markgrafenheide,"0003",Warnemünder Str.,"09520","20",a,"18146",Imbiss,Strandimbiss Markgrafenheide,"0",siehe Webseite,,,gerhardflotow@gmx.de,http://www.fisch-flotow.de/strandimbiss1.htm
54.0989553989039,12.0959473918999,10010f76-4464-11e7-a99d-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Carl-Hopp-Str.,"01670","19",a,"18069",Imbiss,Bistro Rue-de-Carl,,"Mo-Fr 07:30-11:00; 11:30-14:30",+49 381 21097054,,info@bistro-rue-de-carl.de,https://www.bistro-rue-de-carl.de/
54.062108462787,12.1190136269165,104c82ea-5c00-11e7-b6eb-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Charles-Darwin-Ring,"10330","1",,"18059",Imbiss,China-Thai-Imbiss,,,,,,
54.1793119297154,12.0792570556743,114dd89c-3fae-11e7-8d62-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","18",,"18119",Restaurant,Hellas,,,+49 381 5107440,,info@hellas-warnemuende.de,https://www.hellas-warnemuende.de/
54.1788254422983,12.0774177563081,084c311e-405b-11e7-aa74-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","19",,"18119",Bar,Sky-Bar,"1","Fr,Sa ab 21:00",+49 381 777773,,info@hotel-neptun.de,https://www.hotel-neptun.de/erleben/restaurants-bars/skybar/
54.0930711351138,12.1208202005605,0c39b708-1f61-11e7-b99e-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Warnowufer,"09560","61",,"18057",Bar,Hafenbar Pier 615,"1","Di-Do 18:30-24:00; Fr,Sa 18:30-01:00",,+49 160 97865526,,https://de.restaurantguru.com/Pier-615-Rostock
54.1089530227165,12.1588243352174,105a318e-55ab-11e7-abc5-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-West,"0023",Hinrichsdorfer Str.,"03600","3",a,"18146",Imbiss,Hot Fire Pizzeria,"0","Mo-Fr 17:00-22:00; Sa,So 12:00-22:00",+49 381 6002413,,info@lieferando.de,https://www.hot-fire-pizzeria.de/
54.0993009695985,12.0735945817623,1868b360-2995-11e7-a611-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Goerdelerstr.,"06370","50",,"18069",Restaurant,China Garden,"1","Mo-So 11:30-15:00,17:00-23:00",+49 381 82340,,,https://www.reuterpassage-rostock.de/restaurant-imbiss.html
54.0870032063831,12.1245377836128,97667656-3163-42ec-b50e-10406ab8ae9e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Friedhofsweg,"02550","2",,"18057",Imbiss,Deli am Markt,"0",,+49 381 252330,,,https://www.rewe.de/marktseite/rostock-kroepeliner-tor/4040770/rewe-markt-friedhofsweg-2/
54.0758372934341,12.1218536543244,150ffbca-2b29-11e7-80fd-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Erich-Schlesinger-Str.,"02030","28",,"18059",Imbiss,Stadtbäckerei Junge,"1","Mo-Fr 06:30-18:00; Sa,So 07:00-17:00",+49 381 44440910,,service@jb.de,https://www.jb.de/
54.0708346974006,12.117292069647,47a0b9d0-33d0-11e7-9853-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Nobelstr.,"07420","50",,"18059",Imbiss,Stadtbäckerei Junge,"1","Mo-Fr 07:00-19:00; Sa 07:00-18:00",+49 381 4001023,,service@jb.de,https://www.jb.de/
54.0950171196889,12.0693965165677,181373ba-29ad-11e7-81d6-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Bonhoefferstr.,"09760","6",,"18069",Imbiss,Asia-Imbiss Son Nguyen,,,+49 381 1202602,,,
54.0991251148,12.1779992112668,77782596-fffd-11e6-93c4-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Alt Bartelsdorfer Str.,"00230","18",a,"18146",Imbiss,Stadtbäckerei Junge,,"Mo-Fr 07:30-18:00; Sa 07:30-17:30; So 07:30-11:00",+49 381 6865466,,service@jb.de,https://www.jb.de/
54.0852770354154,12.1012064193511,b3346e72-f137-4cac-bddf-b93cebb3069b,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Schillingallee,"09370","36",,"18057",Imbiss,Stadtbäckerei Junge,"0","Mo-Fr 06:30-18:00; Sa,So 07:00-17:00",+49 381 25271217,,service@jb.de,https://www.jb.de/
54.0870190699363,12.1115130497951,0b55f8a0-2435-11e7-83ce-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Fritz-Reuter-Str.,"02660","39",,"18057",Bar,Pub Mambo No. One,"0","Mo 17:00-24:00; Di-Sa 17:00-23:00",+49 381 37544344,,info@pub-rostock.de,https://www.facebook.com/Pub-Mambo-No-One-135893166518773/
54.0878490435569,12.1230582408067,7d41dbc8-2e0a-11ea-8d9a-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Wismarsche Str.,"09860","3",,"18057",Café,Kaffe Bar,"0","o-Fr 08:00-18:00; Sa,So 09:00-18:00",,,,
54.0878437972374,12.1409794533243,5c2c5ec0-000b-11e7-93de-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Steinstr.,"08720","9",,"18055",Restaurant,L Osteria,"0","Mo-Do 11:30-23:00; Fr,Sa 11:30-24:00; So,Feiertag 12:00-23:00",+49 381 37549844,,rostock@losteria.de,https://losteria.de/restaurant/rostock/
54.1780216516307,12.0844845432633,0da16e1c-4511-11e7-b539-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Anastasiastr.,"00720","8",,"18119",Bar,Gembries,"0","Di-Fr 17:00-22:00; Sa 18:00-23:00; So 10:00-13:00",+49 381 52466,,,https://de.restaurantguru.com/Gembries-Rostock
54.0709024511458,12.1174793495567,11013b36-5c00-11e7-b6ec-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Nobelstr.,"07420","51",,"18059",Imbiss,Fleischerei Ledder,,"Mo-Fr 08:00-19:00; Sa 08:00-14:00",+49 381 448363,,fleischerei@ledder.de,https://www.ledder.de/
54.0886356781196,12.1408632497451,7f9b1cdc-0012-11e7-93e5-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Neuer Markt,"07250","1",,"18055",Restaurant,Ratskeller 12,"0",Mo-So 16:00-21:00,+49 381 5108460,,info@ratskeller12.de,https://www.ratskeller12.de/
54.1315489646421,12.0716999108306,b882e2e8-0493-4b64-b5f9-f19b8f70d119,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Roald-Amundsen-Str.,"07970","1",,"18106",Bar,Wossidlo-Club,"0",siehe Webseite,+49 381 1200047,,info@wossidlo-club.de,http://www.wossidlo-club.de/
54.1375471358008,12.0583177650275,0db9f3b6-0afa-11e7-8a9a-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Trelleborger Str.,"10450","10",a,"18107",Restaurant,Cafeteria im GDZ,"1","Mo-Do 07:00-14:00; Fr 07:00-13:00",+49 381 40334645,,info@esko-catering.de,https://www.esko-catering.de/kantinen-rostock.html
54.092978219559,12.1211713793536,0cf7c8a6-1f61-11e7-b99f-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Warnowufer,"09560","61",,"18057",Restaurant,Carlo 615,"1",Mo-Sa 12:00-22:00,+49 381 7788099,,kontakt@carlo615.de,https://carlo615.de/
54.0766325052994,12.1287211749911,ba812629-6ee9-4bd0-ab0c-65bd4db646dc,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Platz der Freundschaft,"07650","2",,"18059",Restaurant,burger me,"0","Mo-Fr 11:00-22:00; Sa,So 12:00-22:00",+49 381 20267777,,info@burgerme.de,https://www.burgerme.de/standorte/rostock-suedstadt/
54.0916086295765,12.1139327660283,b09c9241-4714-4dbb-84ec-90240bbdb14e,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Doberaner Str.,"01860","111",,"18057",Restaurant,Haltestelle 111,"0",Mo-Fr 08:00-14:00,+49 381 3756957,,mail@haltestelle111.de,https://www.medizinische-ernaehrungsberatung.de/haltestelle111
54.078929722697,12.1582700399433,1bc63d2a-5677-11e7-838a-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Neubrandenburger Str.,"07190","10",,"18055",Imbiss,Torney Landfleischerei,"0","Mo-Fr 08:00-19:00; Sa 08:00-18:00",+49 381 3772770,,anfrage@torney-landfleischerei.de,https://www.torney-landfleischerei.de/
54.1750910949313,12.0427867469372,1cc9b2e2-4501-11e7-b533-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Diedrichshagen,"0002",Kleiner Sommerweg,"12880","16",,"18119",Imbiss,Fischerkaten,"0","Mo-Mi,Fr 12:00-16:30; Sa,So 11:00-16:30",+49 381 5191891,,,https://restaurant-fischerkaten-inh-helga-sieg.business.site/?utm_source=restaurantguru&utm_medium=referral
54.1378425894086,12.0535431289892,fecf5ce8-0a2b-11e7-82e8-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Warnowallee,"09530","5",,"18107",Imbiss,Fränkis Schänke Knöterich,"0",,,,,https://de-de.facebook.com/pages/Kn%C3%B6terich/125901430801840
54.0935590654107,12.1188963459942,2c4958d4-06c0-11ea-9c11-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Warnowufer,"09560","59",,"18057",Restaurant,Staal-Rock-Cafe,"1","Di-Fr 15:00-23:00; Sa 12:00-24:00; So 11:00-14:00",+49 381 37568550,,info@staalrockcafe.com,https://staalrockcafe.com/
54.0887199897985,12.1391820134765,1e324be2-2a98-439e-b486-0092e3fc6191,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290","2",,"18055",Imbiss,Shin Shin,"0",,+49 381 37578459,,,https://asia-imbiss-shin-shin-rostock.cook-maestro.com/de/
