Date of Auction,Auction List No.,Lot No.,Description,Quantity,Unit
9/7/2020,M-3/2020,MS-309,"Dies (Size: 0.5"")",1,Set
9/7/2020,M-3/2020,MS-309,"Dies (Size: 0.75"")",1,Set
9/7/2020,M-3/2020,MS-309,"Dies (Size: 1.125"")",2,Sets
9/7/2020,M-3/2020,MS-309,"Dies (Size: 1.25"")",1,Set
9/7/2020,M-3/2020,MS-309,"Dies (Size: 1.375"")",2,Sets
9/7/2020,M-3/2020,MS-309,"Dies (Size: 1.5"")",2,Sets
9/7/2020,M-3/2020,MS-309,Discharge Chamber,1,No.
9/7/2020,M-3/2020,MS-309,Base,1,No.
9/7/2020,M-3/2020,MS-309,Top Guide Vane,2,Nos.
9/7/2020,M-3/2020,MS-309,Seats Valve (Part No: JPXB-80196),2,Nos.
9/7/2020,M-3/2020,MS-309,Gaskets (Part No: 81281),2,Nos.
9/7/2020,M-3/2020,MS-309,Bearing Bronze (Part No: 633-18),2,Nos.
9/7/2020,M-3/2020,MS-309,Bearing Inter Bronze (Part No: 633-19),10,Nos.
9/7/2020,M-3/2020,MS-309,Bearing Rubber (Part No: 638-20),4,Nos.
9/7/2020,M-3/2020,MS-309,Bearing Stuff Bronze (Part No: 633-30),2,Nos.
9/7/2020,M-3/2020,MS-309,Packing Gland (Size: 0.375 Inch),2,Nos.
9/7/2020,M-3/2020,MS-309,Pin Coupling,2,Sets
9/7/2020,M-3/2020,MS-309,Bushes Coupling,2,Sets
9/7/2020,M-3/2020,MS-309,Studs (Part No: A89771),6,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: A87742A),1,No.
9/7/2020,M-3/2020,MS-309,Spring (Part No: A87742B),2,Nos.
9/7/2020,M-3/2020,MS-309,Plungers Oil,2,Nos.
9/7/2020,M-3/2020,MS-309,Shim for Bearing Cover,1,Set
9/7/2020,M-3/2020,MS-309,Guide (Part No: 2),1,No.
9/7/2020,M-3/2020,MS-309,Cylinder Head (Part No: 3),2,Nos.
9/7/2020,M-3/2020,MS-309,Membrane (Part No: 5),2,Nos.
9/7/2020,M-3/2020,MS-309,Spindle (Part No: 6),2,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 11),2,Nos.
9/7/2020,M-3/2020,MS-309,Piston (Part No: 13),1,No.
9/7/2020,M-3/2020,MS-309,Seal Spindle (Part No: 16),3,Nos.
9/7/2020,M-3/2020,MS-309,Cylinder Barrel (Part No: 22),1,No.
9/7/2020,M-3/2020,MS-309,Bonnet Valve (Aluminium Alloy),4,Nos.
9/7/2020,M-3/2020,MS-309,Piston Seal Kit (Part No: SKR5-512-04),3,Sets
9/7/2020,M-3/2020,MS-309,Rod Seal Kit (Part No: SKR2-662-08),5,Sets
9/7/2020,M-3/2020,MS-309,Piston Seal Kit (Part No: SKR5-512-10),3,Sets
9/7/2020,M-3/2020,MS-309,Rod Seal Kit (Part No: SKN2-661-14),6,Sets
9/7/2020,M-3/2020,MS-309,Rod Seal Kit (Part No: SKN2-661-08),5,Sets
9/7/2020,M-3/2020,MS-309,Piston Seal Kit (Part No: SKN2-512-08),3,Sets
9/7/2020,M-3/2020,MS-309,"Seal Blade (Size: 15"")",2,Nos.
9/7/2020,M-3/2020,MS-309,"Seal Blade (Size: l 6"")",18,Nos.
9/7/2020,M-3/2020,MS-309,"Tee Forged Carbon Steel (Size: 1/2"")",3,Nos.
9/7/2020,M-3/2020,MS-309,"Seals Blade (Size: 18"")",6,Nos.
9/7/2020,M-3/2020,MS-309,Backing Ring,10,Sets
9/7/2020,M-3/2020,MS-309,Carbon Bush (Part No: 17239),4,Nos.
9/7/2020,M-3/2020,MS-309,Seal Assembly (Part No: D22308),4,Nos.
9/7/2020,M-3/2020,MS-309,Distance Piece (Part No: D27194),5,Nos.
9/7/2020,M-3/2020,MS-309,Roll Pin (Part No: SL73-18),4,Nos.
9/7/2020,M-3/2020,MS-309,Rubber Seal for 30mm Lincoln Valve,5,Nos.
9/7/2020,M-3/2020,MS-309,Rubber Seal for 36mm Lincoln Valve,6,Nos.
9/7/2020,M-3/2020,MS-309,Rubber Seal for 48mm Lincoln Valve,2,Nos.
9/7/2020,M-3/2020,MS-309,Rubber Seal for 54mm Lincoln Valve,5,Nos.
9/7/2020,M-3/2020,MS-309,Screw Shifting (Key15) (Part No: 720.020.14),3,Nos.
9/7/2020,M-3/2020,MS-309,Nut Shifting (Key 27) (Part No: 720.020.18),2,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 720.021.08),2,Nos.
9/7/2020,M-3/2020,MS-309,Pulley Fixed ,3,Nos.
9/7/2020,M-3/2020,MS-309,Spring Compression (Part No: 720.001.27),3,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 720.020.08),2,Nos.
9/7/2020,M-3/2020,MS-309,"Belt (Model No: MX456026, Part No: 720-004-40)",2,Nos.
9/7/2020,M-3/2020,MS-309,"Geared Spindle (Model No: 9T 12DP LHH, Part No: 2)",2,Nos.
9/7/2020,M-3/2020,MS-309,"Cup Bakelite Friction (Size: 5-1/2"", Part No: 5)",2,Nos.
9/7/2020,M-3/2020,MS-309,Disc Steel Driving (Part No: 6),1,No.
9/7/2020,M-3/2020,MS-309,Geared Spindle (Part No: 11),1,No.
9/7/2020,M-3/2020,MS-309,Gear Output (Part No: 12),1,No.
9/7/2020,M-3/2020,MS-309,Spring Loading (Part No: 18),1,Set
9/7/2020,M-3/2020,MS-309,Diaphragm (Part No: C214101C),4,Nos.
9/7/2020,M-3/2020,MS-309,Disc Retainer Assembly (Part No: 9238401F),4,Nos.
9/7/2020,M-3/2020,MS-309,Disc Seal (Drawing Reference: V96807),1,No.
9/7/2020,M-3/2020,MS-309,Drive Shaft Seal (Drawing Reference: V96807),1,No.
9/7/2020,M-3/2020,MS-309,Kit Repair (Part No: 1072669),8,Nos.
9/7/2020,M-3/2020,MS-309,Kit Repair (Part No: 1072677),12,Nos.
9/7/2020,M-3/2020,MS-309,Kit Repair (Part No: 1072691),4,Nos.
9/7/2020,M-3/2020,MS-309,Valve Blade with Clamping Ring & Screws,4,Nos.
9/7/2020,M-3/2020,MS-309,Seal O (Part No: 30416W),1,No.
9/7/2020,M-3/2020,MS-309,Seal O (Part No: 30416X),2,Nos.
9/7/2020,M-3/2020,MS-309,Packing Gland (Part No: 30416M1),4,Sets
9/7/2020,M-3/2020,MS-309,Spring (Part No: 21470-4),2,Nos.
9/7/2020,M-3/2020,MS-309,Cylinder Barrel ,1,No.
9/7/2020,M-3/2020,MS-309,Casing Ring with Screw & Plug (Part No. 13-14),2,Nos.
9/7/2020,M-3/2020,MS-309,Spindle Liner Short (Part No: 18),2,Nos.
9/7/2020,M-3/2020,MS-309,Lantern Ring (Part No: 60),4,Nos.
9/7/2020,M-3/2020,MS-309,Packing Gland for Screw Down Valve (Size: 3-8mm),29,Sets
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 46-792-1-20-20),2,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 2280EN),8,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 2282),8,Nos.
9/7/2020,M-3/2020,MS-309,Piston (Part No: 82800),6,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154002EN),8,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154004),8,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154005EN),8,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154012EN),8,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154015EN),8,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 170160EN),10,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 173230EN),12,Nos.
9/7/2020,M-3/2020,MS-309,Shim (Part No: 400594),2,Nos.
9/7/2020,M-3/2020,MS-309,Split Pin (Part No: A-1577),36,Nos.
9/7/2020,M-3/2020,MS-309,Cutless Bearing (Part No: 2-13),1,No.
9/7/2020,M-3/2020,MS-309,Retainer (Part No: 1203-2),2,Sets
9/7/2020,M-3/2020,MS-309,Packing Gland (Part No: 38219-1),6,Sets
9/7/2020,M-3/2020,MS-309,Graphite Oil Joint (Part No: 44878-3),36,Sets
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 154011EN),8,Nos.
9/7/2020,M-3/2020,MS-309,Adjusting Screw (Part No: 304708),2,Nos.
9/7/2020,M-3/2020,MS-309,Spool (Part No: 305151),2,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 401270),2,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 401275),4,Nos.
9/7/2020,M-3/2020,MS-309,O Ring (Part No: 402266),2,Nos.
9/7/2020,M-3/2020,MS-309,Gasket (Part No: 403714),4,Nos.
9/7/2020,M-3/2020,MS-309,Spring (Part No: 403715),2,Nos.
9/7/2020,M-3/2020,MS-309,Balance Disc (Part No: OA4751705),1,Nos.
9/7/2020,M-3/2020,MS-309,Float Operated Wire Level Transmitters,2,Nos.
9/7/2020,M-3/2020,MS-309,Washer Joint (Type: 90 ND9067),2,Nos.
9/7/2020,M-3/2020,MS-309,Ring Sealing,11,Nos.
9/7/2020,M-3/2020,MS-309,Ring Neck (Part No: 112121P),6,Nos.
9/7/2020,M-3/2020,MS-309,Bush Leak Off (Part No: 112130P),1,No.
9/7/2020,M-3/2020,MS-309,Insert Valve,9,Nos.
9/7/2020,M-3/2020,MS-309,Ring Distance (Part No: 31.29),1,No.
9/7/2020,M-3/2020,MS-309,Spring with Cups (Size: 25mm),1,No.
9/7/2020,M-3/2020,MS-309,Nozzle & Valve Disc (Size: 80mm),1,No.
9/7/2020,M-3/2020,MS-309,Seals Hatch  Lime Silo ,1,Set
9/7/2020,M-3/2020,MS-309,Aeration Pads (Part No: 401001),1,No.
9/7/2020,M-3/2020,MS-309,Filter Element Lime Bag Splitting,1,No.
9/7/2020,M-3/2020,MS-309,Grips Suspension Lime Bag Splitting,1,Set
9/7/2020,M-3/2020,MS-309,Seal Kit Lime Bag Splitting,1,No.
9/7/2020,M-3/2020,MS-309,Filter Element Lime Silo ,1,No.
9/7/2020,M-3/2020,MS-309,Grips Suspension Lime Silo ,1,Set
9/7/2020,M-3/2020,MS-309,Seal Kit Lime Silo ,1,No.
9/7/2020,M-3/2020,MS-309,Lift Cylinder Overhaul Kit Right Hand (Part No: 04651-21370-71),1,Set
9/7/2020,M-3/2020,MS-309,Lift Cylinder Overhaul Kit Left Hand (Part No: 04651-21360-71),1,Set
9/7/2020,M-3/2020,MS-309,Lift Cylinder Overhaul Kit (Part No: 04655-10030-71),2,Sets
9/7/2020,M-3/2020,MS-309,Reach Cylinder Overhaul Kit (Part No: 04656-10041-71),1,Set
9/7/2020,M-3/2020,MS-309,Oil Control Valve Overhaul Kit (Part No: 04676-10660-71),1,No.
9/7/2020,M-3/2020,MS-309,Filter Suction (Part No: 67501-12900-71),1,No.
9/7/2020,M-3/2020,MS-309,Filter Return (Part No: 67502-20540-71),1,No.
9/7/2020,M-3/2020,MS-309,Bearing Drive End with Assembly (Part No: T S P MSF40),1,Set
9/7/2020,M-3/2020,MS-310,Physics Equipment for Conduction in Solids Electrical,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Measurement of Magnetic Field,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Determination of Planck's Constant,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Measurement of Effects of Electric Current ,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Emission and Absorption Spectra,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Measurement of Heat Capacities of Solids & Liquid,2,Nos.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Measurement of Critical Temperature,1,No.
9/7/2020,M-3/2020,MS-310,Physics Equipment for Measurement of Thermal Properties of Different Gases,2,Nos.
9/7/2020,M-3/2020,MS-310,"Physics Equipment for Crystallization, #LH52240 ",1,No.
9/7/2020,M-3/2020,MS-310,"Physics Equipment for Measurement of Thermal Equation of State & Critical Point, Phywe Expt. 3.3 ",1,No.
9/7/2020,M-3/2020,MS-310,"Facsimile Machine, Thermal Paper, Brand: Panasonic, Model: UF-280M",1,No.
9/7/2020,M-3/2020,MS-311,Storage Area Network CX4-120 (2x2 Processor 6 GB),1,No.
9/7/2020,M-3/2020,MS-311,Host Bus Adapter (Single Fibre Channel),4,Nos.
9/7/2020,M-3/2020,MS-311,Fibre Channel Switch,2,Nos.
9/7/2020,M-3/2020,MS-311,PowerVault TL2000 (Brand: Dell ),5,Nos.
9/7/2020,M-3/2020,MS-311,Storageworks MSL 2024 (Brand: HP),1,No.
9/7/2020,M-3/2020,MS-311,37U Cabinet,14,Nos.
9/7/2020,M-3/2020,MS-311,"Cyberview 1U 17"" KVM, 8-ports",9,Nos.
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
